-4.9765e-18,-3.544e-18
-0.0011741,0.0016767
-2.015e-18,-6.8894e-18
0.001407,-0.0016767
-8.7841e-18,-1.0118e-18
3.7454e-18,-1.6053e-18
-3.126e-18,1.1233e-18
-0.0019983,0.0016767
2.7288e-18,1.7742e-18
0.0023946,-0.0016767
6.1476e-18,1.8264e-17
2.0504e-18,1.8113e-17
1.3616e-17,-6.9397e-18
-0.0035958,0.0016767
-7.9187e-19,-3.0558e-19
0.0046068,-0.0016767
-4.0571e-18,-1.9152e-18
-1.2243e-18,2.684e-18
-4.8851e-18,-1.2623e-19
-0.0095093,0.0016767
-3.3105e-18,4.6533e-18
0.019165,-0.0016767
-1.8578e-18,5.0102e-18
0.069848,-6.8137e-33
-1.8578e-18,-5.0102e-18
0.019165,0.0016767
-3.3105e-18,-4.6533e-18
-0.0095093,-0.0016767
-4.8851e-18,1.2623e-19
-1.2243e-18,-2.684e-18
-4.0571e-18,1.9152e-18
0.0046068,0.0016767
-7.9187e-19,3.0558e-19
-0.0035958,-0.0016767
1.3616e-17,6.9397e-18
2.0504e-18,-1.8113e-17
6.1476e-18,-1.8264e-17
0.0023946,0.0016767
2.7288e-18,-1.7742e-18
-0.0019983,-0.0016767
-3.126e-18,-1.1233e-18
3.7454e-18,1.6053e-18
-8.7841e-18,1.0118e-18
0.001407,0.0016767
-2.015e-18,6.8894e-18
-0.0011741,-0.0016767
-4.9765e-18,3.544e-18
